0.331576101,0.328820756,0.324540658,0.274803809,0.207668708,0.173029409,0.155342234,0.104707034,0.075538824,0.0641185,0.053655089,0.037723135,0.031981446,0.030394167,0.025727144
0.32658378,0.335284393,0.321602784,0.266160248,0.221044715,0.180192648,0.158245908,0.104007116,0.074873244,0.061718826,0.055501568,0.037988764,0.032045713,0.029175469,0.025840449
0.326901516,0.326961233,0.31700771,0.266028729,0.21180915,0.179675563,0.156175603,0.103222222,0.074109387,0.061693928,0.054548128,0.037385884,0.031555928,0.030326233,0.026331337
0.32265004,0.320292299,0.315956934,0.27302375,0.207198326,0.175857592,0.156885816,0.100320808,0.073000398,0.065231272,0.053951419,0.038742733,0.031933696,0.028911954,0.026232593
0.318615923,0.331636032,0.32054161,0.267789636,0.203998959,0.17957339,0.160203987,0.101863618,0.073282411,0.062679267,0.055307275,0.037168215,0.031808829,0.030008304,0.026352145
0.326791409,0.31603114,0.313229353,0.261606572,0.213113972,0.181161666,0.151156077,0.103188973,0.071844873,0.061107961,0.053499403,0.037851921,0.031948631,0.030087068,0.026246612
0.320488674,0.324568375,0.322658891,0.272251286,0.215161496,0.178528288,0.155939758,0.103099041,0.075808775,0.063398711,0.056289247,0.038141396,0.031412962,0.029265612,0.026425203
0.328175172,0.32251883,0.325362227,0.270809067,0.20876871,0.176526598,0.15579695,0.106631692,0.074401535,0.063829855,0.055195044,0.037687703,0.032302429,0.030944072,0.026472703
0.326862355,0.326309749,0.315772883,0.274997972,0.213652922,0.172370372,0.158734169,0.107264047,0.075731209,0.062848526,0.055591477,0.037802592,0.032567714,0.030350084,0.02559213
0.338573668,0.322541313,0.31597799,0.275584837,0.214267838,0.176696173,0.161772491,0.103652694,0.074560617,0.061535263,0.055023031,0.037846506,0.031307003,0.030492105,0.025670286
0.335123942,0.32236133,0.334831497,0.276783859,0.211440785,0.177739646,0.156171131,0.102252824,0.072710635,0.064211959,0.054428195,0.037114446,0.031828538,0.029838842,0.026383556
0.3222177,0.326305872,0.324781048,0.263667371,0.213551309,0.17607808,0.154639027,0.104706136,0.075533334,0.062118934,0.055444594,0.037096335,0.032407912,0.028984143,0.025500563
0.331053616,0.330718131,0.321139468,0.267190779,0.207966816,0.179678691,0.156375072,0.104723063,0.072641503,0.063230957,0.054927074,0.037312873,0.031755721,0.029926134,0.026233818
0.326260929,0.341086935,0.325012754,0.269957021,0.220285693,0.175833622,0.158243826,0.103132028,0.073769584,0.062401453,0.054784218,0.038031413,0.032364272,0.029551917,0.026168067
0.33354409,0.320590811,0.310553543,0.269473173,0.218365502,0.180439081,0.15876649,0.102652153,0.075004103,0.060402125,0.05429617,0.037489311,0.031466966,0.030127434,0.026050091
0.330039882,0.326867804,0.320955726,0.262546933,0.218710646,0.182065589,0.161961444,0.103979792,0.076781974,0.062415246,0.056090938,0.038527758,0.032544246,0.03012829,0.026531935
0.323241045,0.3237302,0.323907827,0.2733609,0.211297179,0.179824879,0.15251794,0.104638282,0.073813712,0.063715757,0.054230839,0.038150918,0.032500384,0.02982634,0.026734868
0.324276287,0.327417745,0.312249189,0.273087606,0.219307243,0.182207696,0.160506722,0.103757698,0.077909954,0.063992268,0.056188632,0.037719438,0.032760119,0.030201009,0.026572071
0.336240408,0.325282668,0.319063085,0.270013906,0.215521414,0.179187824,0.159690137,0.101339954,0.074683275,0.063397087,0.056180817,0.036384495,0.031852963,0.029190806,0.025191404
0.336415823,0.325654245,0.327870522,0.268141061,0.214832102,0.169416212,0.161343827,0.105844382,0.077184645,0.0623908,0.054662839,0.036793623,0.031827027,0.030621379,0.025934785
0.328611819,0.311343684,0.317025887,0.266482814,0.209412961,0.182801176,0.158226232,0.104562482,0.076508109,0.062817965,0.056018499,0.038632679,0.031564434,0.029488096,0.025838709
0.34092815,0.336587455,0.32083948,0.27700857,0.21724975,0.177600251,0.156468929,0.101897949,0.072081932,0.060704587,0.054615982,0.038550259,0.031821028,0.029583565,0.026226814
0.33607056,0.315367403,0.315205407,0.272020627,0.207868724,0.179838939,0.156751382,0.106596433,0.075951126,0.062816455,0.054206643,0.037800317,0.031266712,0.030392174,0.026497723
0.336487841,0.323109122,0.325153219,0.272019033,0.211819713,0.177052118,0.161169649,0.103174591,0.074801697,0.062025333,0.055693715,0.038674427,0.032430707,0.029534566,0.026352588
0.324671821,0.331394738,0.330467796,0.277123793,0.215032855,0.183841282,0.160379081,0.102212343,0.075177348,0.059624654,0.055036158,0.037287818,0.032604787,0.030276749,0.026334939
0.333468171,0.324469689,0.313833111,0.265969726,0.211286949,0.175383237,0.162544824,0.104672673,0.074367359,0.059872668,0.05470655,0.037909675,0.031937315,0.029713782,0.02637522
0.331815421,0.322847082,0.321695762,0.276373265,0.21735755,0.177585024,0.160901459,0.104917726,0.077425636,0.061983013,0.055917813,0.038286036,0.032228003,0.029852989,0.026467534
0.3279059,0.336635847,0.314758506,0.264835964,0.214615528,0.177273998,0.157713964,0.105027083,0.075955093,0.061621995,0.05531945,0.039053596,0.032916108,0.029492506,0.025632499
0.333598976,0.327955386,0.316636896,0.268536594,0.204326164,0.180237436,0.157048896,0.107567508,0.076022244,0.063090004,0.057587604,0.038181386,0.031968399,0.029754507,0.026223588
0.331510532,0.3343486,0.304417348,0.2808495,0.216551945,0.176095436,0.157236611,0.100714963,0.077735717,0.061641105,0.054925272,0.038815104,0.031766769,0.029848148,0.026571783
